ActivityHour,Calories
7/5/2023 12:00:00 AM,69
7/5/2023 1:00:00 AM,69
7/5/2023 2:00:00 AM,69
7/5/2023 3:00:00 AM,69
7/5/2023 4:00:00 AM,69
7/5/2023 5:00:00 AM,69
7/5/2023 6:00:00 AM,69
7/5/2023 7:00:00 AM,69
7/5/2023 8:00:00 AM,69
7/5/2023 9:00:00 AM,69
7/5/2023 10:00:00 AM,70
7/5/2023 11:00:00 AM,177
7/5/2023 12:00:00 PM,117
7/5/2023 1:00:00 PM,82
7/5/2023 2:00:00 PM,105
7/5/2023 3:00:00 PM,109
7/5/2023 4:00:00 PM,75
7/5/2023 5:00:00 PM,100
7/5/2023 6:00:00 PM,96
7/5/2023 7:00:00 PM,142
7/5/2023 8:00:00 PM,109
7/5/2023 9:00:00 PM,133
7/5/2023 10:00:00 PM,101
7/5/2023 11:00:00 PM,123
7/6/2023 12:00:00 AM,73
7/6/2023 1:00:00 AM,76
7/6/2023 2:00:00 AM,69
7/6/2023 3:00:00 AM,71
7/6/2023 4:00:00 AM,95
7/6/2023 5:00:00 AM,114
7/6/2023 6:00:00 AM,133
7/6/2023 7:00:00 AM,106
7/6/2023 8:00:00 AM,92
7/6/2023 9:00:00 AM,93
7/6/2023 10:00:00 AM,72
7/6/2023 11:00:00 AM,110
7/6/2023 12:00:00 PM,94
7/6/2023 1:00:00 PM,137
7/6/2023 2:00:00 PM,98
7/6/2023 3:00:00 PM,115
7/6/2023 4:00:00 PM,104
7/6/2023 5:00:00 PM,113
7/6/2023 6:00:00 PM,118
7/6/2023 7:00:00 PM,168
7/6/2023 8:00:00 PM,71
7/6/2023 9:00:00 PM,69
7/6/2023 10:00:00 PM,112
7/6/2023 11:00:00 PM,71
7/7/2023 12:00:00 AM,69
7/7/2023 1:00:00 AM,69
7/7/2023 2:00:00 AM,69
7/7/2023 3:00:00 AM,69
7/7/2023 4:00:00 AM,69
7/7/2023 5:00:00 AM,69
7/7/2023 6:00:00 AM,69
7/7/2023 7:00:00 AM,69
7/7/2023 8:00:00 AM,69
7/7/2023 9:00:00 AM,96
7/7/2023 10:00:00 AM,119
7/7/2023 11:00:00 AM,69
7/7/2023 12:00:00 PM,69
7/7/2023 1:00:00 PM,69
7/7/2023 2:00:00 PM,69
7/7/2023 3:00:00 PM,69
7/7/2023 4:00:00 PM,69
7/7/2023 5:00:00 PM,69
7/7/2023 6:00:00 PM,69
7/7/2023 7:00:00 PM,69
